#IR optical indices for Grimsvotn, Iceland, Reed_2017
#Total columns = 1898		
#WAVL(μm), N, K
18.93939394	2.5152547	1.2482111
18.90359168	2.4181656	1.2783751
18.86792453	2.3210421	1.2826609
18.83239171	2.2327425	1.2645186
18.79699248	2.1588341	1.2302671
18.76172608	2.1012809	1.1867617
18.72659176	2.0593485	1.1397889
18.69158879	2.0308382	1.0934456
18.65671642	2.0130912	1.0502091
18.62197393	2.0036025	1.0113194
18.58736059	2.0002987	0.9772123
18.5528757	2.0016001	0.94788081
18.51851852	2.0063687	0.92313514
18.48428835	2.013809	0.90277195
18.4501845	2.0233549	0.88667681
18.41620626	2.0345527	0.87487775
18.38235294	2.0469444	0.86755902
18.34862385	2.0599526	0.86503534
18.31501832	2.0727723	0.86768156
18.28153565	2.084283	0.87580935
18.24817518	2.0930056	0.88948402
18.21493625	2.0971468	0.9082855
18.18181818	2.0947873	0.93104911
18.14882033	2.0842618	0.95567926
18.11594203	2.064707	0.97919139
18.08318264	2.0366093	0.99813085
18.05054152	2.0020521	1.009361
18.01801802	1.9644031	1.0109405
17.98561151	1.927487	1.0026532
17.95332136	1.8946198	0.98591797
17.92114695	1.8679497	0.96318221
17.88908766	1.8483009	0.93715534
17.85714286	1.8354255	0.91020764
17.82531194	1.8284326	0.8840701
17.79359431	1.8261977	0.85980223
17.76198934	1.8276508	0.83792299
17.73049645	1.8319249	0.8186021
17.69911504	1.8383904	0.80184131
17.66784452	1.846615	0.78760951
17.6366843	1.8562895	0.77592042
17.6056338	1.8671482	0.76685831
17.57469244	1.8789049	0.76056582
17.54385965	1.8912116	0.75721057
17.51313485	1.9036407	0.75694451
17.48251748	1.9156856	0.75986533
17.45200698	1.9267726	0.76598361
17.42160279	1.9362814	0.77519603
17.39130435	1.9435711	0.78726345
17.36111111	1.9480128	0.80179359
17.33102253	1.9490302	0.81822988
17.30103806	1.9461487	0.83585045
17.27115717	1.9390513	0.85378313
17.24137931	1.9276355	0.87104192
17.21170396	1.912061	0.88658803
17.18213058	1.8927764	0.89941297
17.15265866	1.8705141	0.90863422
17.12328767	1.846247	0.9135885
17.09401709	1.8211109	0.91390513
17.06484642	1.796303	0.90954577
17.03577513	1.772975	0.90080416
17.00680272	1.7521362	0.88826857
16.97792869	1.7345807	0.87275687
16.94915254	1.7208435	0.8552372
16.92047377	1.7111859	0.83674681
16.89189189	1.7056052	0.81831885
16.86340641	1.7038607	0.8009228
16.83501684	1.7055096	0.78542094
16.80672269	1.7099445	0.77253949
16.77852349	1.7164282	0.7628512
16.75041876	1.7241219	0.75676393
16.72240803	1.7321088	0.75450966
16.69449082	1.7394145	0.7561289
16.66666667	1.745032	0.76144783
16.63893511	1.7479586	0.77004919
16.61129568	1.7472533	0.78124375
16.58374793	1.742121	0.79405529
16.55629139	1.7320182	0.80723726
16.52892562	1.7167682	0.81933931
16.50165017	1.6966543	0.8288328
16.47446458	1.6724588	0.83428561
16.44736842	1.6454182	0.83455392
16.42036125	1.6170929	0.82894396
16.39344262	1.5891754	0.817301
16.36661211	1.563283	0.80000583
16.33986928	1.5407832	0.7778881
