# Number of wavelengths (nwvl):
  35
# Number of radius (nsize):
   50
# Wavelength axis (wvl):
# Radius number     4
 0.243627E+01 0.245915E+01 0.240784E+01 0.239232E+01 0.238440E+01
 0.237099E+01 0.238334E+01 0.236482E+01 0.233566E+01 0.232763E+01
 0.232306E+01 0.234920E+01 0.230838E+01 0.233326E+01 0.229281E+01
 0.231393E+01 0.229610E+01 0.228757E+01 0.229605E+01 0.232037E+01
 0.230895E+01 0.230307E+01 0.236312E+01 0.233055E+01 0.231850E+01
 0.233741E+01 0.232650E+01 0.232205E+01 0.231878E+01 0.229363E+01
 0.228887E+01 0.226541E+01 0.225361E+01 0.223642E+01 0.222905E+01
# Radius number     5
 0.237364E+01 0.238045E+01 0.236147E+01 0.235596E+01 0.235229E+01
 0.234743E+01 0.235125E+01 0.234361E+01 0.233284E+01 0.232919E+01
 0.232660E+01 0.233494E+01 0.231850E+01 0.232508E+01 0.230914E+01
 0.231446E+01 0.230614E+01 0.229993E+01 0.230039E+01 0.230571E+01
 0.229932E+01 0.229381E+01 0.231154E+01 0.229715E+01 0.229009E+01
 0.229357E+01 0.228710E+01 0.228266E+01 0.227891E+01 0.226764E+01
 0.226392E+01 0.225344E+01 0.224722E+01 0.223926E+01 0.223445E+01
# Radius number     6
 0.234714E+01 0.234778E+01 0.234067E+01 0.233825E+01 0.233515E+01
 0.233228E+01 0.233154E+01 0.232691E+01 0.232172E+01 0.231845E+01
 0.231531E+01 0.231579E+01 0.230787E+01 0.230673E+01 0.229961E+01
 0.229860E+01 0.229402E+01 0.228894E+01 0.228656E+01 0.228529E+01
 0.228131E+01 0.227673E+01 0.227907E+01 0.227250E+01 0.226799E+01
 0.226633E+01 0.226207E+01 0.225810E+01 0.225450E+01 0.224874E+01
 0.224540E+01 0.223979E+01 0.223539E+01 0.223073E+01 0.222660E+01
# Radius number     7
 0.232855E+01 0.232643E+01 0.232188E+01 0.231955E+01 0.231578E+01
 0.231277E+01 0.231011E+01 0.230609E+01 0.230229E+01 0.229902E+01
 0.229570E+01 0.229385E+01 0.228881E+01 0.228573E+01 0.228162E+01
 0.227912E+01 0.227600E+01 0.227189E+01 0.226898E+01 0.226624E+01
 0.226316E+01 0.225932E+01 0.225732E+01 0.225338E+01 0.224984E+01
 0.224683E+01 0.224342E+01 0.223978E+01 0.223633E+01 0.223234E+01
 0.222924E+01 0.222524E+01 0.222140E+01 0.221783E+01 0.221392E+01
# Radius number     8
 0.230714E+01 0.230413E+01 0.230011E+01 0.229772E+01 0.229397E+01
 0.229105E+01 0.228819E+01 0.228474E+01 0.228164E+01 0.227879E+01
 0.227579E+01 0.227359E+01 0.226977E+01 0.226664E+01 0.226353E+01
 0.226095E+01 0.225825E+01 0.225477E+01 0.225190E+01 0.224899E+01
 0.224614E+01 0.224273E+01 0.223980E+01 0.223663E+01 0.223354E+01
 0.223027E+01 0.222726E+01 0.222391E+01 0.222062E+01 0.221718E+01
 0.221436E+01 0.221104E+01 0.220737E+01 0.220425E+01 0.220049E+01
# Radius number     9
 0.228553E+01 0.228267E+01 0.227924E+01 0.227707E+01 0.227382E+01
 0.227125E+01 0.226867E+01 0.226575E+01 0.226306E+01 0.226053E+01
 0.225778E+01 0.225556E+01 0.225233E+01 0.224938E+01 0.224661E+01
 0.224409E+01 0.224149E+01 0.223836E+01 0.223571E+01 0.223289E+01
 0.223014E+01 0.222704E+01 0.222406E+01 0.222120E+01 0.221847E+01
 0.221516E+01 0.221251E+01 0.220938E+01 0.220628E+01 0.220306E+01
 0.220047E+01 0.219766E+01 0.219408E+01 0.219121E+01 0.218759E+01
# Radius number    10
 0.226631E+01 0.226378E+01 0.226083E+01 0.225881E+01 0.225599E+01
 0.225360E+01 0.225121E+01 0.224858E+01 0.224609E+01 0.224367E+01
 0.224107E+01 0.223889E+01 0.223598E+01 0.223324E+01 0.223066E+01
 0.222823E+01 0.222578E+01 0.222283E+01 0.222053E+01 0.221785E+01
 0.221517E+01 0.221236E+01 0.220952E+01 0.220683E+01 0.220452E+01
 0.220117E+01 0.219883E+01 0.219586E+01 0.219299E+01 0.218990E+01
 0.218747E+01 0.218512E+01 0.218162E+01 0.217895E+01 0.217552E+01
# Radius number    11
 0.224898E+01 0.224665E+01 0.224399E+01 0.224202E+01 0.223951E+01
 0.223717E+01 0.223490E+01 0.223251E+01 0.223014E+01 0.222778E+01
 0.222538E+01 0.222330E+01 0.222061E+01 0.221814E+01 0.221573E+01
 0.221335E+01 0.221117E+01 0.220831E+01 0.220643E+01 0.220388E+01
 0.220122E+01 0.219864E+01 0.219603E+01 0.219343E+01 0.219150E+01
 0.218816E+01 0.218606E+01 0.218325E+01 0.218060E+01 0.217766E+01
 0.217533E+01 0.217335E+01 0.216995E+01 0.216744E+01 0.216428E+01
# Radius number    12
 0.223280E+01 0.223062E+01 0.222818E+01 0.222632E+01 0.222406E+01
 0.222173E+01 0.221962E+01 0.221746E+01 0.221523E+01 0.221293E+01
 0.221076E+01 0.220881E+01 0.220628E+01 0.220407E+01 0.220183E+01
 0.219949E+01 0.219760E+01 0.219479E+01 0.219329E+01 0.219082E+01
 0.218819E+01 0.218584E+01 0.218343E+01 0.218092E+01 0.217930E+01
 0.217605E+01 0.217411E+01 0.217150E+01 0.216900E+01 0.216625E+01
 0.216403E+01 0.216225E+01 0.215899E+01 0.215668E+01 0.215383E+01
# Radius number    13
 0.221766E+01 0.221563E+01 0.221342E+01 0.221169E+01 0.220964E+01
 0.220732E+01 0.220535E+01 0.220341E+01 0.220136E+01 0.219910E+01
 0.219718E+01 0.219532E+01 0.219292E+01 0.219095E+01 0.218888E+01
 0.218660E+01 0.218493E+01 0.218221E+01 0.218098E+01 0.217861E+01
 0.217604E+01 0.217391E+01 0.217165E+01 0.216926E+01 0.216784E+01
 0.216476E+01 0.216291E+01 0.216057E+01 0.215813E+01 0.215562E+01
 0.215352E+01 0.215182E+01 0.214874E+01 0.214662E+01 0.214407E+01
# Radius number    14
 0.220354E+01 0.220163E+01 0.219968E+01 0.219810E+01 0.219618E+01
 0.219388E+01 0.219205E+01 0.219030E+01 0.218843E+01 0.218625E+01
 0.218451E+01 0.218275E+01 0.218047E+01 0.217871E+01 0.217679E+01
 0.217460E+01 0.217306E+01 0.217052E+01 0.216942E+01 0.216718E+01
 0.216470E+01 0.216280E+01 0.216060E+01 0.215840E+01 0.215707E+01
 0.215423E+01 0.215244E+01 0.215038E+01 0.214796E+01 0.214569E+01
 0.214375E+01 0.214201E+01 0.213918E+01 0.213721E+01 0.213493E+01
# Radius number    15
 0.219034E+01 0.218856E+01 0.218686E+01 0.218540E+01 0.218361E+01
 0.218137E+01 0.217966E+01 0.217807E+01 0.217637E+01 0.217428E+01
 0.217268E+01 0.217101E+01 0.216890E+01 0.216731E+01 0.216552E+01
 0.216344E+01 0.216193E+01 0.215964E+01 0.215856E+01 0.215647E+01
 0.215418E+01 0.215244E+01 0.215026E+01 0.214831E+01 0.214696E+01
 0.214437E+01 0.214266E+01 0.214086E+01 0.213848E+01 0.213642E+01
 0.213461E+01 0.213283E+01 0.213032E+01 0.212840E+01 0.212634E+01
# Radius number    16
 0.217802E+01 0.217636E+01 0.217491E+01 0.217349E+01 0.217185E+01
 0.216973E+01 0.216813E+01 0.216670E+01 0.216512E+01 0.216309E+01
 0.216158E+01 0.216006E+01 0.215811E+01 0.215665E+01 0.215499E+01
 0.215303E+01 0.215153E+01 0.214949E+01 0.214835E+01 0.214644E+01
 0.214436E+01 0.214276E+01 0.214061E+01 0.213890E+01 0.213749E+01
 0.213515E+01 0.213350E+01 0.213192E+01 0.212967E+01 0.212775E+01
 0.212605E+01 0.212427E+01 0.212208E+01 0.212017E+01 0.211827E+01
# Radius number    17
 0.216655E+01 0.216501E+01 0.216377E+01 0.216232E+01 0.216088E+01
 0.215891E+01 0.215740E+01 0.215610E+01 0.215463E+01 0.215264E+01
 0.215119E+01 0.214984E+01 0.214806E+01 0.214670E+01 0.214515E+01
 0.214331E+01 0.214182E+01 0.214000E+01 0.213878E+01 0.213705E+01
 0.213519E+01 0.213371E+01 0.213166E+01 0.213014E+01 0.212862E+01
 0.212655E+01 0.212493E+01 0.212353E+01 0.212148E+01 0.211963E+01
 0.211801E+01 0.211630E+01 0.211440E+01 0.211248E+01 0.211070E+01
# Radius number    18
 0.215588E+01 0.215446E+01 0.215336E+01 0.215188E+01 0.215064E+01
 0.214882E+01 0.214740E+01 0.214620E+01 0.214480E+01 0.214285E+01
 0.214147E+01 0.214028E+01 0.213866E+01 0.213738E+01 0.213592E+01
 0.213420E+01 0.213273E+01 0.213110E+01 0.212984E+01 0.212825E+01
 0.212658E+01 0.212522E+01 0.212334E+01 0.212195E+01 0.212035E+01
 0.211852E+01 0.211693E+01 0.211566E+01 0.211383E+01 0.211203E+01
 0.211048E+01 0.210889E+01 0.210719E+01 0.210532E+01 0.210364E+01
# Radius number    19
 0.214595E+01 0.214464E+01 0.214362E+01 0.214212E+01 0.214104E+01
 0.213937E+01 0.213804E+01 0.213693E+01 0.213558E+01 0.213371E+01
 0.213242E+01 0.213132E+01 0.212985E+01 0.212864E+01 0.212728E+01
 0.212564E+01 0.212421E+01 0.212275E+01 0.212148E+01 0.212003E+01
 0.211850E+01 0.211725E+01 0.211559E+01 0.211425E+01 0.211264E+01
 0.211101E+01 0.210946E+01 0.210828E+01 0.210665E+01 0.210491E+01
 0.210345E+01 0.210197E+01 0.210041E+01 0.209864E+01 0.209704E+01
# Radius number    20
 0.213668E+01 0.213546E+01 0.213447E+01 0.213300E+01 0.213204E+01
 0.213050E+01 0.212927E+01 0.212825E+01 0.212694E+01 0.212520E+01
 0.212403E+01 0.212290E+01 0.212157E+01 0.212048E+01 0.211919E+01
 0.211760E+01 0.211624E+01 0.211491E+01 0.211369E+01 0.211237E+01
 0.211094E+01 0.210978E+01 0.210831E+01 0.210700E+01 0.210543E+01
 0.210398E+01 0.210250E+01 0.210137E+01 0.209990E+01 0.209824E+01
 0.209688E+01 0.209548E+01 0.209405E+01 0.209240E+01 0.209089E+01
# Radius number    21
 0.212800E+01 0.212686E+01 0.212590E+01 0.212447E+01 0.212358E+01
 0.212215E+01 0.212101E+01 0.212011E+01 0.211884E+01 0.211727E+01
 0.211620E+01 0.211502E+01 0.211378E+01 0.211284E+01 0.211163E+01
 0.211007E+01 0.210879E+01 0.210758E+01 0.210642E+01 0.210523E+01
 0.210389E+01 0.210279E+01 0.210147E+01 0.210017E+01 0.209870E+01
 0.209741E+01 0.209601E+01 0.209489E+01 0.209357E+01 0.209201E+01
 0.209074E+01 0.208937E+01 0.208807E+01 0.208657E+01 0.208513E+01
# Radius number    22
 0.211984E+01 0.211878E+01 0.211788E+01 0.211649E+01 0.211567E+01
 0.211431E+01 0.211326E+01 0.211249E+01 0.211126E+01 0.210986E+01
 0.210889E+01 0.210766E+01 0.210650E+01 0.210567E+01 0.210452E+01
 0.210304E+01 0.210187E+01 0.210074E+01 0.209962E+01 0.209854E+01
 0.209729E+01 0.209623E+01 0.209502E+01 0.209376E+01 0.209239E+01
 0.209126E+01 0.208994E+01 0.208882E+01 0.208761E+01 0.208618E+01
 0.208499E+01 0.208365E+01 0.208245E+01 0.208109E+01 0.207973E+01
# Radius number    23
 0.211220E+01 0.211120E+01 0.211036E+01 0.210904E+01 0.210827E+01
 0.210699E+01 0.210602E+01 0.210534E+01 0.210416E+01 0.210292E+01
 0.210203E+01 0.210081E+01 0.209972E+01 0.209891E+01 0.209782E+01
 0.209650E+01 0.209542E+01 0.209435E+01 0.209326E+01 0.209225E+01
 0.209112E+01 0.209008E+01 0.208897E+01 0.208775E+01 0.208650E+01
 0.208550E+01 0.208427E+01 0.208313E+01 0.208203E+01 0.208072E+01
 0.207963E+01 0.207828E+01 0.207721E+01 0.207594E+01 0.207469E+01
# Radius number    24
 0.210503E+01 0.210409E+01 0.210331E+01 0.210210E+01 0.210132E+01
 0.210018E+01 0.209926E+01 0.209861E+01 0.209747E+01 0.209643E+01
 0.209557E+01 0.209442E+01 0.209340E+01 0.209252E+01 0.209150E+01
 0.209041E+01 0.208940E+01 0.208836E+01 0.208730E+01 0.208634E+01
 0.208535E+01 0.208430E+01 0.208329E+01 0.208213E+01 0.208099E+01
 0.208008E+01 0.207892E+01 0.207779E+01 0.207680E+01 0.207562E+01
 0.207461E+01 0.207325E+01 0.207232E+01 0.207107E+01 0.206997E+01
# Radius number    25
 0.209835E+01 0.209746E+01 0.209667E+01 0.209563E+01 0.209482E+01
 0.209384E+01 0.209297E+01 0.209227E+01 0.209120E+01 0.209034E+01
 0.208951E+01 0.208845E+01 0.208751E+01 0.208653E+01 0.208558E+01
 0.208470E+01 0.208378E+01 0.208275E+01 0.208174E+01 0.208080E+01
 0.207996E+01 0.207889E+01 0.207798E+01 0.207687E+01 0.207583E+01
 0.207501E+01 0.207388E+01 0.207278E+01 0.207193E+01 0.207086E+01
 0.206992E+01 0.206853E+01 0.206777E+01 0.206649E+01 0.206556E+01
# Radius number    26
 0.209210E+01 0.209127E+01 0.209045E+01 0.208958E+01 0.208873E+01
 0.208792E+01 0.208711E+01 0.208632E+01 0.208534E+01 0.208466E+01
 0.208382E+01 0.208289E+01 0.208198E+01 0.208095E+01 0.208006E+01
 0.207935E+01 0.207851E+01 0.207750E+01 0.207654E+01 0.207562E+01
 0.207492E+01 0.207384E+01 0.207304E+01 0.207199E+01 0.207098E+01
 0.207027E+01 0.206914E+01 0.206810E+01 0.206741E+01 0.206640E+01
 0.206550E+01 0.206412E+01 0.206353E+01 0.206223E+01 0.206142E+01
# Radius number    27
 0.208625E+01 0.208548E+01 0.208463E+01 0.208393E+01 0.208305E+01
 0.208235E+01 0.208160E+01 0.208074E+01 0.207986E+01 0.207931E+01
 0.207848E+01 0.207766E+01 0.207680E+01 0.207574E+01 0.207493E+01
 0.207433E+01 0.207354E+01 0.207259E+01 0.207164E+01 0.207076E+01
 0.207021E+01 0.206911E+01 0.206842E+01 0.206742E+01 0.206641E+01
 0.206583E+01 0.206469E+01 0.206374E+01 0.206321E+01 0.206219E+01
 0.206134E+01 0.206000E+01 0.205956E+01 0.205827E+01 0.205751E+01
# Radius number    28
 0.208079E+01 0.208008E+01 0.207920E+01 0.207863E+01 0.207774E+01
 0.207713E+01 0.207645E+01 0.207553E+01 0.207476E+01 0.207428E+01
 0.207349E+01 0.207277E+01 0.207195E+01 0.207089E+01 0.207014E+01
 0.206964E+01 0.206884E+01 0.206800E+01 0.206703E+01 0.206621E+01
 0.206576E+01 0.206468E+01 0.206412E+01 0.206316E+01 0.206212E+01
 0.206165E+01 0.206055E+01 0.205967E+01 0.205926E+01 0.205823E+01
 0.205742E+01 0.205617E+01 0.205579E+01 0.205458E+01 0.205383E+01
# Radius number    29
 0.207570E+01 0.207503E+01 0.207415E+01 0.207364E+01 0.207278E+01
 0.207225E+01 0.207162E+01 0.207069E+01 0.206999E+01 0.206959E+01
 0.206887E+01 0.206817E+01 0.206741E+01 0.206638E+01 0.206567E+01
 0.206524E+01 0.206442E+01 0.206371E+01 0.206271E+01 0.206198E+01
 0.206159E+01 0.206056E+01 0.206011E+01 0.205916E+01 0.205815E+01
 0.205772E+01 0.205672E+01 0.205590E+01 0.205552E+01 0.205449E+01
 0.205377E+01 0.205262E+01 0.205222E+01 0.205116E+01 0.205041E+01
# Radius number    30
 0.207093E+01 0.207029E+01 0.206942E+01 0.206892E+01 0.206812E+01
 0.206769E+01 0.206710E+01 0.206617E+01 0.206553E+01 0.206517E+01
 0.206454E+01 0.206383E+01 0.206313E+01 0.206214E+01 0.206148E+01
 0.206109E+01 0.206029E+01 0.205965E+01 0.205869E+01 0.205801E+01
 0.205767E+01 0.205671E+01 0.205633E+01 0.205540E+01 0.205446E+01
 0.205401E+01 0.205314E+01 0.205237E+01 0.205196E+01 0.205099E+01
 0.205035E+01 0.204930E+01 0.204882E+01 0.204795E+01 0.204722E+01
# Radius number    31
 0.206645E+01 0.206585E+01 0.206500E+01 0.206450E+01 0.206377E+01
 0.206342E+01 0.206284E+01 0.206195E+01 0.206136E+01 0.206102E+01
 0.206051E+01 0.205978E+01 0.205910E+01 0.205820E+01 0.205757E+01
 0.205717E+01 0.205646E+01 0.205583E+01 0.205497E+01 0.205432E+01
 0.205400E+01 0.205312E+01 0.205274E+01 0.205187E+01 0.205104E+01
 0.205054E+01 0.204981E+01 0.204908E+01 0.204857E+01 0.204772E+01
 0.204714E+01 0.204620E+01 0.204562E+01 0.204493E+01 0.204424E+01
# Radius number    32
 0.206222E+01 0.206166E+01 0.206086E+01 0.206038E+01 0.205969E+01
 0.205939E+01 0.205882E+01 0.205802E+01 0.205747E+01 0.205712E+01
 0.205670E+01 0.205598E+01 0.205531E+01 0.205450E+01 0.205391E+01
 0.205352E+01 0.205291E+01 0.205223E+01 0.205151E+01 0.205087E+01
 0.205056E+01 0.204977E+01 0.204933E+01 0.204857E+01 0.204785E+01
 0.204729E+01 0.204668E+01 0.204600E+01 0.204537E+01 0.204466E+01
 0.204412E+01 0.204330E+01 0.204266E+01 0.204209E+01 0.204142E+01
# Radius number    33
 0.205825E+01 0.205772E+01 0.205700E+01 0.205656E+01 0.205589E+01
 0.205559E+01 0.205505E+01 0.205434E+01 0.205383E+01 0.205345E+01
 0.205308E+01 0.205244E+01 0.205178E+01 0.205105E+01 0.205050E+01
 0.205012E+01 0.204962E+01 0.204887E+01 0.204830E+01 0.204765E+01
 0.204734E+01 0.204663E+01 0.204612E+01 0.204548E+01 0.204486E+01
 0.204424E+01 0.204374E+01 0.204311E+01 0.204242E+01 0.204181E+01
 0.204128E+01 0.204058E+01 0.203992E+01 0.203942E+01 0.203877E+01
# Radius number    34
 0.205453E+01 0.205403E+01 0.205339E+01 0.205302E+01 0.205234E+01
 0.205202E+01 0.205153E+01 0.205091E+01 0.205043E+01 0.205001E+01
 0.204964E+01 0.204910E+01 0.204850E+01 0.204783E+01 0.204731E+01
 0.204695E+01 0.204651E+01 0.204573E+01 0.204529E+01 0.204465E+01
 0.204430E+01 0.204371E+01 0.204312E+01 0.204260E+01 0.204203E+01
 0.204140E+01 0.204096E+01 0.204040E+01 0.203969E+01 0.203916E+01
 0.203863E+01 0.203801E+01 0.203737E+01 0.203690E+01 0.203626E+01
# Radius number    35
 0.205105E+01 0.205059E+01 0.205003E+01 0.204972E+01 0.204904E+01
 0.204871E+01 0.204829E+01 0.204770E+01 0.204726E+01 0.204678E+01
 0.204640E+01 0.204598E+01 0.204545E+01 0.204484E+01 0.204435E+01
 0.204400E+01 0.204356E+01 0.204281E+01 0.204245E+01 0.204184E+01
 0.204145E+01 0.204098E+01 0.204035E+01 0.203991E+01 0.203938E+01
 0.203875E+01 0.203836E+01 0.203786E+01 0.203716E+01 0.203669E+01
 0.203616E+01 0.203561E+01 0.203499E+01 0.203454E+01 0.203394E+01
# Radius number    36
 0.204780E+01 0.204738E+01 0.204688E+01 0.204660E+01 0.204595E+01
 0.204562E+01 0.204524E+01 0.204470E+01 0.204429E+01 0.204375E+01
 0.204337E+01 0.204302E+01 0.204256E+01 0.204203E+01 0.204158E+01
 0.204118E+01 0.204074E+01 0.204008E+01 0.203975E+01 0.203920E+01
 0.203878E+01 0.203841E+01 0.203776E+01 0.203738E+01 0.203688E+01
 0.203629E+01 0.203591E+01 0.203544E+01 0.203479E+01 0.203439E+01
 0.203386E+01 0.203335E+01 0.203274E+01 0.203234E+01 0.203179E+01
# Radius number    37
 0.204477E+01 0.204437E+01 0.204394E+01 0.204367E+01 0.204307E+01
 0.204273E+01 0.204237E+01 0.204191E+01 0.204152E+01 0.204094E+01
 0.204057E+01 0.204026E+01 0.203984E+01 0.203940E+01 0.203898E+01
 0.203854E+01 0.203811E+01 0.203756E+01 0.203723E+01 0.203673E+01
 0.203631E+01 0.203599E+01 0.203536E+01 0.203499E+01 0.203454E+01
 0.203400E+01 0.203362E+01 0.203317E+01 0.203256E+01 0.203224E+01
 0.203175E+01 0.203123E+01 0.203062E+01 0.203030E+01 0.202984E+01
# Radius number    38
 0.204190E+01 0.204153E+01 0.204117E+01 0.204089E+01 0.204036E+01
 0.204000E+01 0.203965E+01 0.203927E+01 0.203890E+01 0.203831E+01
 0.203797E+01 0.203767E+01 0.203727E+01 0.203691E+01 0.203652E+01
 0.203606E+01 0.203563E+01 0.203520E+01 0.203486E+01 0.203438E+01
 0.203400E+01 0.203368E+01 0.203310E+01 0.203273E+01 0.203235E+01
 0.203186E+01 0.203148E+01 0.203100E+01 0.203044E+01 0.203022E+01
 0.202980E+01 0.202923E+01 0.202861E+01 0.202840E+01 0.202803E+01
# Radius number    39
 0.203921E+01 0.203886E+01 0.203857E+01 0.203826E+01 0.203780E+01
 0.203743E+01 0.203710E+01 0.203679E+01 0.203643E+01 0.203588E+01
 0.203555E+01 0.203527E+01 0.203488E+01 0.203456E+01 0.203419E+01
 0.203375E+01 0.203334E+01 0.203301E+01 0.203265E+01 0.203218E+01
 0.203187E+01 0.203148E+01 0.203095E+01 0.203060E+01 0.203032E+01
 0.202987E+01 0.202950E+01 0.202893E+01 0.202843E+01 0.202834E+01
 0.202799E+01 0.202735E+01 0.202672E+01 0.202663E+01 0.202633E+01
# Radius number    40
 0.203669E+01 0.203636E+01 0.203613E+01 0.203581E+01 0.203540E+01
 0.203504E+01 0.203472E+01 0.203444E+01 0.203412E+01 0.203362E+01
 0.203326E+01 0.203304E+01 0.203267E+01 0.203234E+01 0.203199E+01
 0.203163E+01 0.203124E+01 0.203095E+01 0.203060E+01 0.203012E+01
 0.202991E+01 0.202938E+01 0.202892E+01 0.202858E+01 0.202840E+01
 0.202800E+01 0.202767E+01 0.202697E+01 0.202657E+01 0.202658E+01
 0.202629E+01 0.202559E+01 0.202497E+01 0.202497E+01 0.202467E+01
# Radius number    41
 0.203433E+01 0.203402E+01 0.203383E+01 0.203351E+01 0.203313E+01
 0.203282E+01 0.203252E+01 0.203222E+01 0.203193E+01 0.203150E+01
 0.203110E+01 0.203099E+01 0.203063E+01 0.203023E+01 0.202990E+01
 0.202969E+01 0.202931E+01 0.202902E+01 0.202867E+01 0.202818E+01
 0.202809E+01 0.202738E+01 0.202700E+01 0.202667E+01 0.202661E+01
 0.202623E+01 0.202595E+01 0.202516E+01 0.202483E+01 0.202490E+01
 0.202464E+01 0.202394E+01 0.202337E+01 0.202338E+01 0.202306E+01
# Radius number    42
 0.203215E+01 0.203186E+01 0.203165E+01 0.203138E+01 0.203101E+01
 0.203078E+01 0.203051E+01 0.203012E+01 0.202985E+01 0.202951E+01
 0.202906E+01 0.202910E+01 0.202877E+01 0.202823E+01 0.202792E+01
 0.202790E+01 0.202754E+01 0.202721E+01 0.202687E+01 0.202637E+01
 0.202639E+01 0.202554E+01 0.202523E+01 0.202492E+01 0.202491E+01
 0.202456E+01 0.202432E+01 0.202354E+01 0.202326E+01 0.202332E+01
 0.202304E+01 0.202239E+01 0.202191E+01 0.202186E+01 0.202153E+01
# Radius number    43
 0.203013E+01 0.202987E+01 0.202960E+01 0.202942E+01 0.202901E+01
 0.202889E+01 0.202864E+01 0.202811E+01 0.202789E+01 0.202763E+01
 0.202713E+01 0.202735E+01 0.202703E+01 0.202634E+01 0.202606E+01
 0.202619E+01 0.202587E+01 0.202549E+01 0.202516E+01 0.202469E+01
 0.202474E+01 0.202388E+01 0.202361E+01 0.202334E+01 0.202330E+01
 0.202298E+01 0.202274E+01 0.202209E+01 0.202180E+01 0.202180E+01
 0.202150E+01 0.202095E+01 0.202054E+01 0.202041E+01 0.202010E+01
# Radius number    44
 0.202829E+01 0.202806E+01 0.202766E+01 0.202761E+01 0.202715E+01
 0.202712E+01 0.202691E+01 0.202624E+01 0.202606E+01 0.202587E+01
 0.202535E+01 0.202567E+01 0.202536E+01 0.202460E+01 0.202436E+01
 0.202454E+01 0.202425E+01 0.202387E+01 0.202354E+01 0.202312E+01
 0.202313E+01 0.202240E+01 0.202214E+01 0.202190E+01 0.202180E+01
 0.202149E+01 0.202124E+01 0.202076E+01 0.202045E+01 0.202038E+01
 0.202007E+01 0.201961E+01 0.201924E+01 0.201905E+01 0.201883E+01
# Radius number    45
 0.202661E+01 0.202639E+01 0.202587E+01 0.202591E+01 0.202541E+01
 0.202543E+01 0.202525E+01 0.202454E+01 0.202440E+01 0.202426E+01
 0.202374E+01 0.202403E+01 0.202377E+01 0.202300E+01 0.202286E+01
 0.202292E+01 0.202267E+01 0.202233E+01 0.202201E+01 0.202167E+01
