#VIS optical indices for Grimsvotn, Iceland, Reed_2017		
#Total columns = 35
#WAVL(μm), N, K
0.739999973	1.6311253	1.82264E-06
0.730000007	1.6311626	1.74948E-06
0.719999994	1.6311995	1.67828E-06
0.710000002	1.6312358	1.60905E-06
0.700000014	1.6312716	1.54175E-06
0.689999982	1.6313069	1.47642E-06
0.680000016	1.6313417	1.41294E-06
0.670000006	1.631376	1.35133E-06
0.660000007	1.6314097	1.29151E-06
0.650000016	1.6314429	1.23347E-06
0.64		1.6314757	1.17729E-06
0.629999995	1.6315079	1.12274E-06
0.62000001	1.6315396	1.06998E-06
0.609999986	1.6315707	1.01896E-06
0.599999988	1.6316014	9.69492E-07
0.589999984	1.6316315	9.21706E-07
0.58000001	1.6316612	8.75499E-07
0.569999989	1.6316903	8.30865E-07
0.559999996	1.6317189	7.87791E-07
0.550000006	1.631747	7.46249E-07
0.539999986	1.6317746	7.06196E-07
0.529999987	1.6318017	6.67565E-07
0.520000006	1.6318283	6.30444E-07
0.510000004	1.6318543	5.94741E-07
0.5		1.6318799	5.60331E-07
0.490000006	1.6319049	5.27257E-07
0.480000008	1.6319294	4.95786E-07
0.469999994	1.6319535	4.65289E-07
0.460000009	1.631977	4.36225E-07
0.450000005	1.632		4.08357E-07
0.439999995	1.6320225	3.81656E-07
0.429999999	1.6320445	3.56072E-07
0.419999997	1.6320659	3.31865E-07
0.409999998	1.6320869	3.08638E-07
0.4		1.6321074	2.8663E-07
