4.808E+00       1.379E+00       1.160E-01
4.950E+00       1.366E+00       1.180E-01
5.102E+00       1.353E+00       1.280E-01
5.181E+00       1.347E+00       1.350E-01
5.263E+00       1.342E+00       1.440E-01
5.319E+00       1.339E+00       1.510E-01
5.376E+00       1.336E+00       1.600E-01
5.435E+00       1.336E+00       1.710E-01
5.495E+00       1.337E+00       1.820E-01
5.556E+00       1.341E+00       1.940E-01
5.618E+00       1.350E+00       2.060E-01
5.650E+00       1.356E+00       2.090E-01
5.682E+00       1.361E+00       2.120E-01
5.747E+00       1.371E+00       2.200E-01
5.814E+00       1.392E+00       2.250E-01
5.882E+00       1.410E+00       2.150E-01
5.952E+00       1.420E+00       2.030E-01
6.024E+00       1.427E+00       1.910E-01
6.061E+00       1.430E+00       1.840E-01
6.098E+00       1.433E+00       1.750E-01
6.135E+00       1.434E+00       1.640E-01
6.173E+00       1.428E+00       1.520E-01
6.211E+00       1.422E+00       1.440E-01
6.250E+00       1.413E+00       1.380E-01
6.329E+00       1.399E+00       1.300E-01
6.410E+00       1.384E+00       1.250E-01
6.494E+00       1.368E+00       1.230E-01
6.536E+00       1.361E+00       1.220E-01
6.579E+00       1.351E+00       1.210E-01
6.623E+00       1.340E+00       1.220E-01
6.667E+00       1.331E+00       1.260E-01
6.711E+00       1.323E+00       1.300E-01
6.803E+00       1.308E+00       1.370E-01
6.897E+00       1.297E+00       1.430E-01
6.993E+00       1.272E+00       1.430E-01
7.092E+00       1.249E+00       1.580E-01
7.194E+00       1.222E+00       1.730E-01
7.299E+00       1.192E+00       1.950E-01
7.353E+00       1.173E+00       2.110E-01
7.463E+00       1.142E+00       2.620E-01
7.576E+00       1.133E+00       3.230E-01
7.634E+00       1.136E+00       3.510E-01
7.752E+00       1.144E+00       3.970E-01
7.874E+00       1.145E+00       4.450E-01
8.000E+00       1.151E+00       5.130E-01
8.065E+00       1.161E+00       5.470E-01
8.130E+00       1.179E+00       5.930E-01
8.264E+00       1.241E+00       6.630E-01
8.403E+00       1.320E+00       7.190E-01
8.547E+00       1.421E+00       7.580E-01
8.621E+00       1.479E+00       7.610E-01
8.696E+00       1.545E+00       7.550E-01
8.850E+00       1.643E+00       6.810E-01
8.929E+00       1.666E+00       6.340E-01
9.009E+00       1.669E+00       5.900E-01
9.091E+00       1.655E+00       5.560E-01
9.174E+00       1.626E+00       5.400E-01
9.259E+00       1.590E+00       5.600E-01
9.346E+00       1.589E+00       6.120E-01
9.434E+00       1.624E+00       6.680E-01
9.524E+00       1.702E+00       7.110E-01
9.615E+00       1.807E+00       7.080E-01
9.709E+00       1.907E+00       6.370E-01
9.804E+00       1.944E+00       5.380E-01
9.901E+00       1.947E+00       4.530E-01
1.010E+01       1.882E+00       3.380E-01
1.020E+01       1.849E+00       3.110E-01
1.031E+01       1.822E+00       2.920E-01
1.038E+01       1.807E+00       2.820E-01
1.042E+01       1.788E+00       2.770E-01
1.053E+01       1.756E+00       2.710E-01
1.064E+01       1.717E+00       2.750E-01
1.075E+01       1.678E+00       3.010E-01
1.087E+01       1.663E+00       3.510E-01
1.099E+01       1.676E+00       4.100E-01
1.111E+01       1.739E+00       4.630E-01
1.124E+01       1.842E+00       4.640E-01
1.136E+01       1.904E+00       3.860E-01
1.144E+01       1.911E+00       3.410E-01
1.149E+01       1.916E+00       3.130E-01
1.177E+01       1.869E+00       2.160E-01
1.191E+01       1.844E+00       1.940E-01
1.220E+01       1.796E+00       1.680E-01
1.250E+01       1.757E+00       1.580E-01
1.266E+01       1.741E+00       1.570E-01
1.282E+01       1.726E+00       1.570E-01
1.316E+01       1.701E+00       1.600E-01
1.351E+01       1.681E+00       1.650E-01
1.389E+01       1.663E+00       1.710E-01
1.429E+01       1.643E+00       1.730E-01
1.471E+01       1.613E+00       1.830E-01
1.493E+01       1.596E+00       1.910E-01
1.539E+01       1.551E+00       2.210E-01
1.587E+01       1.512E+00       2.990E-01
1.613E+01       1.512E+00       3.520E-01
1.667E+01       1.542E+00       4.790E-01
1.695E+01       1.621E+00       5.640E-01
1.724E+01       1.741E+00       5.940E-01
1.754E+01       1.869E+00       5.540E-01
1.786E+01       1.939E+00       4.570E-01
1.818E+01       1.946E+00       3.620E-01
1.852E+01       1.926E+00       2.990E-01
1.887E+01       1.892E+00       2.610E-01
1.961E+01       1.842E+00       2.380E-01
2.000E+01       1.823E+00       2.350E-01
2.041E+01       1.804E+00       2.400E-01
2.083E+01       1.782E+00       2.570E-01
2.128E+01       1.781E+00       2.900E-01
2.222E+01       1.848E+00       3.290E-01
2.273E+01       1.881E+00       3.200E-01
2.326E+01       1.918E+00       3.000E-01
2.439E+01       1.939E+00       2.260E-01
2.500E+01       1.930E+00       2.000E-01
2.790E+01       1.780E+00       2.500E-01
3.000E+01       1.730E+00       2.900E-01
3.500E+01       1.720E+00       5.200E-01
4.000E+01       1.940E+00       6.300E-01
5.000E+01       2.010E+00       6.500E-01
